,BLKID,MAF_NAME,TLID_match
9002,80310011023022,Boulder St,646543837
9003,80310041071001,N Wabash St,645173131
9005,80310040041022,E Ithaca Pl,177342019
9007,80310028023010,S Logan St,177331627
9008,80310070131000,S Quebec Way,177368494
9009,80310034023022,S Vine St,177332615
9014,80310040064008,S Cook St,177627903
9015,80310040024002,S Adams St,177340770
9016,80310083911000,E 45th Ave,177630288
9017,80310004024008,W Caithness Pl,177301228
9018,80310017022008,16th St,177304541
9019,80310155003009,E Arkansas Ave,177340151
9020,80310070891003,S Clinton St,612878011
9023,80310070891003,S Clinton St,612878011
9024,80310038003012,S Jackson St,177338650
9025,80310070882088,S Parker Rd,636169384
9026,80310029012008,S Sherman St,177331648
9027,80310046014007,W Oregon Pl,177326892
9028,80310052002007,S Niagara Way,177340520
9029,80310036022015,E Martin Luther King Blvd,177396552
9030,80310017011010,19th St,177304072
9032,80310030012011,S Pearl St,177332140
9034,80310016002016,Wewatta Way,646534686
9037,80310014014001,W Mississippi Ave,632640317
9039,80310030032000,E Buchtel Blvd,606058384
9041,80310029013008,S Logan St,177332076
9044,80310039011033,Polo Club Dr,177631106
9047,80310046011001,S Quitman St,177327040
9051,80310041071001,E 50th Dr,641514982
9053,80310044054011,E 10th Ave,645523635
9054,80310017021032,17th St,612631735
9056,80310034023013,S Downing St,177332344
9057,80310021005008,W 5th Ave,177330594
9060,80310068121007,E Brown Pl,177341801
9062,80310120101026,S Jay Dr,177627499
9067,80310070891003,E Center Ave,177342901
9072,80310043034027,E Cedar Ave,177339571
9074,80310040022017,S Monroe St,177340987
9076,80310030023020,S Lincoln St,177332972
9077,80310038004021,S Madison St,641117288
9078,80310017022002,15th St,177304418
9083,80310030042034,S Marion St,177334039
9084,80310041061020,N Beeler St,606081094
9085,80310034023005,S Vine St,177390993
9086,80310017021021,Glenarm Pl,606047111
9087,80310040021008,S Harrison St,177340976
9089,80310043034030,S Dahlia St,177339593
9091,80310055031007,W Tanforan Dr,177329969
9092,80310083882000,E 47th Dr,640740701
9094,80310083893008,N Liverpool St,617188525
9095,80310038004021,S Madison St,641117288
9096,80310021002004,W Ellsworth Ave,177330843
9099,80310068132000,E Iliff Ave,177515757
9100,80310039022011,S Harrison St,177339155
9101,80310028011008,E 5th Ave,177331566
9105,80310069011006,E Wesley Ave,177343439
9106,80310024033013,Welton St,177305530
9107,80310041061044,E 39th Ave,177396006
9109,80310043034022,S Birch St,177338719
9113,80310015003082,Ringsby Ct,177304909
9116,80310040022011,S University Blvd,177515847
9117,80310021003049,S Cherokee St,177330855
9119,80310040033002,S Colorado Blvd,177340920
9121,80310017011006,Little Raven St,606066625
9122,80310046013027,S Paseo Way,177631030
9123,80310070884008,E Mississippi Ave,611455594
9124,80310040021010,S Garfield St,177340971
9125,80310039021016,S Saint Paul St,177338898
9126,80310043062016,E 1st Ave,177342254
9127,80310044053024,N Dayton St,617529072
9130,80310030023013,S Lincoln St,177332964
9131,80310050012021,Leetsdale Dr,177339705
9133,80310067011032,E Chenango Ave,640660892
9134,80310028023001,S Logan St,606025602
9135,80310068132000,E Iliff Ave,612231559
9139,80310043014005,E Hale Pkwy,177312132
9141,80310068104010,E Kenyon Dr,177383139
9142,80310041061171,N Galena St,606076243
9144,80310050023010,S Quebec St,606031601
9146,80310120012007,W Quincy Ave,612928201
9147,80310046034003,S Meade St,177329340
9150,80310041071122,E 21st Ave,617526177
9152,80310083881008,N Laredo Way,606041292
9156,80310068041070,S Ulster St,606006801
9159,80310069012002,S Locust St,177341659
9161,80310083881006,N Memphis St,606076904
9163,80310017022017,14th St,177304421
9164,80310050023001,S Pontiac Way,177342444
9171,80310029013017,S Broadway,640685256
9173,80310037011001,E 23rd Ave,177625174
9175,80310040021000,S Colorado Blvd,177340920
9176,80310043034023,S Colorado Blvd,177338699
9178,80310041071105,N Ulster St,606059388
9181,80310009023006,W Alameda Ave,177381711
9182,80310041071001,N Valentia St,645173127
9183,80310153001016,S Elm St,177525978
9184,80310051042002,S Bellaire St,177339340
9188,80310013022023,W Tennessee Ave,177328328
9189,80310028024003,S Broadway,177330876
9191,80310040064010,S Monroe St,177340853
9193,80310009022013,S Stuart St,177326506
9194,80310044054009,N Roslyn Ct,606040722
9195,80310030042014,S Gilpin St,177334027
9198,80310024031010,28th St,177305016
9199,80310017011009,Chestnut Pl,646531935
9200,80310070131012,S Quebec Way,606057536
9201,80310016002048,Market St,177304452
9202,80310021003061,S Santa Fe Dr,606098891
9203,80310024033000,Champa St,177305512
9204,80310044051014,E Cedar Pl,177626689
9205,80310046024000,W Arizona Ave,177327959
9209,80310070132013,E Gunnison Pl,177342691
9210,80310043013003,E 8th Ave,177339363
9212,80310052002002,S Newport Way,177342643
9215,80310016002026,24th St,606096567
9216,80310046012019,S Sheridan Blvd,177623040
9218,80310016002026,24th St,606096567
9223,80310120143018,S Field Way,606053770
9224,80310047003002,S Vrain St,177328751
9228,80310040063005,S University Blvd,177340555
9230,80310053001020,S Dennison Ct,177341312
9231,80310083892042,N Flanders Way,606064001
9232,80310034012016,S Humboldt St,177331981
9240,80310045042009,S Wolff St,177326466
9243,80310034021001,S Gilpin St,177331999
9244,80310047004010,S Tennyson St,177328806
9245,80310034012016,S Lafayette St,612634489
9247,80310041061003,N Beeler St,645173206
9248,80310034012009,S Lafayette St,177331976
9250,80310051024007,E Asbury Ave,177370683
9253,80310031011027,E 19th Ave,177305964
9255,80310037012017,E 16th Ave,177311019
9258,80310013014016,S Zuni St,177327896
9260,80310017015007,Market St,177304132
9263,80310067011010,S Monaco St,640660828
9264,80310046035008,S Julian Cir,177328163
9265,80310017011007,Bassett St,612844562
9266,80310069013001,S Monaco Street Pkwy,617188203
9268,80310008001043,W 7th Ave,177327386
9269,80310068101000,E Hampden Ave,177344466
9272,80310040031001,S Grape Way,177341550
9274,80310040034025,S Ash St,177341041
9275,80310156001013,S Federal Blvd,639308488
9276,80310120103005,W Crestline Ave,635979513
9278,80310155002003,S Cherry St,177370685
9280,80310044054010,E 10th Ave,645523635
9281,80310027024006,E 9th Ave,177331395
9285,80310017011009,18th St,617188198
9288,80310053001004,S Colorado Blvd,640072330
9289,80310014032032,S Acoma St,177332959
9293,80310055021045,W Princeton Cir,177329924
9296,80310030041014,S Vine St,177334120
9297,80310119024008,W Jarvis Pl,177322084
9301,80310045051024,S Osceola St,177326609
9302,80310068104010,E Kenyon Dr,177391319
9305,80310055021018,W Oxford Ave,177329203
9306,80310040033003,S Cherry Way,177341010
9307,80310017011009,Chestnut Pl,646531935
9308,80310055034000,S Lowell Blvd,177329959
9311,80310070892001,S Alton Way,177343098
9313,80310041061210,N Xanthia St,606068223
9314,80310068121011,S Locust St,177631442
9317,80310017015003,Larimer St,177304399
9318,80310041071001,E 49th Pl,641515013
9319,80310041071062,N Ulster St,640737104
9321,80310034022034,S Race St,177332501
9323,80310034023011,S Lafayette St,177332438
9324,80310083893000,N Perth Ct,606066112
9326,80310039011033,Polo Club Dr,177631106
9328,80310045051021,W Center Ave,177327505
9329,80310041061232,N Alton St,606073451
9335,80310010001046,S Yuma St,177327871
9338,80310041071062,E 35th Ave,640737220
9339,80310009024019,S Zenobia St,177326152
9340,80310039011002,S Jackson St,177338679
9341,80310068104012,E Mansfield Ave,177344011
9343,80310083903023,E 43rd Ave,177628678
9346,80310083911038,E 44th Ave,177369120
9348,80310068143009,S Akron St,636169188
9350,80310040032024,S Elm St,177341534
9352,80310119024004,S Harlan St,177623916
9353,80310041071111,N Central Park Blvd,640737682
9356,80310017021007,Arapahoe St,177304466
9358,80310156001006,W Bates Ave,177329695
9359,80310029023001,S Clarkson St,177332145
9360,80310004023012,W 30th Ave,177301340
9363,80310033001001,E 10th Ave,177311305
9364,80310068141013,S Galena Ct,177344306
9366,80310068122005,S Oneida Way,177343524
9367,80310045031005,S Utica St,177326953
9369,80310041071136,E 28th Ave,606060816
9370,80310120144001,S Balsam Way,640651328
9373,80310055031002,W Pimlico Ave,177330024
9374,80310021003070,S Santa Fe Dr,177330755
9375,80310083902020,E 41st Ave,177627301
9379,80310029023012,S Clarkson St,177332185
9380,80310018001011,W 11th Ave,177630959
9381,80310017013002,Wynkoop St,177304346
9382,80310010002015,S Alcott St,177623983
9383,80310043062016,E Archer Dr,646543917
9386,80310119021018,S Eaton Way,177328673
9388,80310016003014,Arapahoe St,177304987
9391,80310045051009,S Osceola St,177326592
9392,80310004013006,W 39th Ave,177301032
9396,80310028032000,E Bayaud Ave,177331719
9399,80310036032039,E 27th Ave,177310881
9400,80310017021025,17th St,177304537
9401,80310017015005,Larimer St,177304401
9403,80310034023006,S Vine St,177390993
9404,80310045061010,W Kentucky Ave,177327929
9405,80310007011000,W 17th Ave,177389562
9407,80310013013009,S Eliot St,177328186
9408,80310055034000,S Lowell Blvd,177329960
9413,80310068131000,S Dayton Way,642913064
9414,80310068041029,E Tufts Ave,606056177
9415,80310016002016,Wewatta Way,646534686
9416,80310009032003,S Irving St,177327532
9417,80310017011013,Wynkoop St,177304079
9418,80310030015016,E Asbury Ave,177332299
9421,80310017021008,17th St,177389902
9422,80310030032000,E Buchtel Blvd,606058384
9423,80310041061071,N Boston St,617527344
9425,80310009022018,W Alameda Ave,177326553
9426,80310016002052,Lawrence St,177304470
9428,80310008001023,W 13th Ave,177302047
9429,80310007011000,W 17th Ave,177389562
9430,80310046033002,S King St,177329383
9431,80310017022002,15th St,177304418
9435,80310011023042,17th St,177303550
9436,80310038004018,E Bayaud Ave,612834082
9437,80310017014007,17th St,612927026
9442,80310038004017,E Ellsworth Ave,177338620
9443,80310120144002,S Dudley St,612688319
9444,80310034022015,S Race St,177332467
9446,80310030012009,S Pennsylvania St,177332128
9449,80310014031000,S Acoma St,177331274
9453,80310029013022,S Pearl St,177332085
9455,80310024031014,Welton St,177305132
9460,80310014031046,S Acoma St,177331388
9464,80310024031014,30th St,177305131
9465,80310068143015,E Girard Ave,177344468
9468,80310119031014,S Pierce St,177321879
9470,80310041071107,N Central Park Blvd,606061224
9473,80310017022013,14th St,177304631
9475,80310004014009,W 42nd Ave,177389583
9477,80310024032006,Court Pl,640677226
9480,80310068142001,E Girard Ave,611644667
9481,80310083862021,E 51st Pl,177630771
9482,80310044054005,E 11th Ave,606040579
9483,80310046011021,S Perry St,177327183
9484,80310040034001,S Bellaire St,177341014
9485,80310067011003,S Monaco St,634910760
9486,80310003024016,W Moncrieff Pl,177299538
9488,80310046013024,S Xavier St,177327128
9489,80310017011007,Bassett St,612844562
9490,80310051021007,S Hudson St,177340135
9491,80310045033010,S Stuart St,177370669
9493,80310046034014,S King St,177329357
9497,80310018002024,W 8th Ave,177631857
9498,80310002022030,W 44th Ave,177631465
9501,80310014024013,S Federal Blvd,177328175
9502,80310157003009,W Floyd Ave,177328986
9503,80310156003000,W Evans Ave,177329624
9504,80310015002032,E Elk Pl,177303180
9507,80310031022011,E 17th Ave,177306060
9509,80310017022005,15th St,177304440
9510,80310029021021,S Ogden St,177331767
9512,80310055033019,S Vrain St,177329261
9516,80310045063003,W Ohio Ave,177327938
9518,80310045051022,S Lowell Blvd,177327502
9520,80310068122007,E Girard Ave,612233151
9526,80310031021017,E 17th Ave,177306155
9530,80310068131001,S Elmira St,642107183
9533,80310038005035,N Clayton Ln,617188436
9534,80310003034003,W 37th Ave,177300808
9536,80310041071092,E 29th Ave,641117330
9540,80310016002051,20th St,177304394
9544,80310041071001,N Valentia St,645173231
9545,80310030015003,S Broadway,177331355
9548,80310038005010,E 5th Ave,177338222
9552,80310068092000,E Hampden Ave,612840752
9553,80310040034020,S Dexter St,177341513
9555,80310009022012,S Raleigh St,177326512
9556,80310068122007,E Hamilton Pl,177343530
9557,80310017014009,17th St,177304406
9558,80310119031004,W Yale Ave,177321794
9561,80310083892014,E 53rd Ave,606041841
9562,80310041071079,E 29th Pl,606070301
9568,80310068041014,S Yosemite St,640661794
9569,80319800001045,Pena Blvd,177627741
9570,80310067011032,E Chenango Ave,640660892
9572,80310014032001,S Acoma St,177332915
9573,80310014032020,S Delaware St,619117840
9576,80310068042020,E Union Ave,606028427
9580,80310016002011,Delgany St,177630476
9583,80310041071111,E 24th Dr,617527862
9585,80310052004007,E Gunnison Pl,177340402
9589,80310070131018,S Rosemary St,177625245
9591,80310069014006,E Donald Ave,612876049
9592,80310034011004,S Gilpin St,177331970
9593,80310070893007,S Alton Way,177343101
9594,80310050021020,Leetsdale Dr,177340372
9595,80310004023018,Boulder St,177630869
9596,80310045052009,W Alaska Pl,177327579
9598,80310041071001,N Trenton St,645173244
9600,80310005021005,W 29th Ave,177300838
9601,80310040062015,E Evans Ave,177340531
9605,80310045062015,S Federal Blvd,177328037
9606,80310030015001,E Mexico Ave,177332268
9610,80310069011000,E Evans Ave,642878449
9612,80310153001017,E Exposition Ave,177340097
9613,80310068101008,S Willow St,177344038
9616,80310047006006,W Warren Ave,177623953
9618,80310068114010,E Eastman Ave,612675518
9619,80310016002029,Walnut St,177304973
9621,80310155002001,S Cherry St,635534473
9622,80310120103017,W Cross Dr,177631222
9624,80310004021013,W 35th Ave,177301268
9626,80310041071098,E 28th Ave,606060740
9629,80310014031019,W Iowa Ave,635534457
9631,80310119022006,S Ingalls Way,177321940
9632,80310068102003,S Willow Way,177344059
9636,80310083891010,E 48th Pl,606064562
9637,80310019021005,14th St,606105415
9640,80310067011010,S Monaco St,640660829
9641,80310017011009,Chestnut Pl,606041095
9642,80310040063005,S University Blvd,177340555
9648,80310053001031,S Carey Way,177341318
9649,80310017022001,14th St,177304152
9652,80310068144004,S Wabash Cir,177343722
9655,80310030011003,E Arizona Ave,177331281
9658,80319801001027,E 51st Ave,606059851
9660,80310083892040,E 49th Pl,640656000
9662,80310009034017,S Knox Ct,177327456
9663,80310006001006,N Speer Blvd,177301250
9664,80310014021010,S Vallejo St,177328468
9665,80319800001134,E 57th Ave,606066842
9666,80310017021025,17th St,177304537
9668,80310004022008,W 34th Ave,177301295
9669,80310119021012,S Harlan Way,177328636
9670,80310017022002,15th St,177304418
9673,80310119024005,W Jefferson Ave,177322086
9675,80310017022002,15th St,177304418
9676,80310043014004,E 9th Ave,177339361
9677,80310039011015,E Alameda Ave,177338402
9680,80310041061250,N Central Park Blvd,606059288
9681,80310014032032,S Acoma St,177332959
9682,80310047006003,S Gray St,177328490
9688,80310029012008,S Sherman St,177331648
9689,80310068095005,S Syracuse St,606047559
9690,80310010001021,S Alcott St,177327855
9691,80310017011006,Little Raven St,606066625
9693,80310083882006,E 40th Ave,640657413
9694,80310039011003,S Monroe St,177338660
9695,80310030015011,S Lincoln St,177331383
9697,80310040052016,E Asbury Ave,177338987
9698,80310120144001,S Balsam Way,640651328
9699,80310120142003,W Union Ave,640651351
9700,80310003025019,W 36th Ave,177299750
9705,80310017011007,Little Raven St,624696255
9706,80310067011032,S Newport St,640660598
9707,80310119022002,S Eaton St,177328683
9708,80310050022002,E Tennessee Ave,177342571
9715,80310045053009,W Gill Pl,177327932
9718,80310021002012,W Maple Ave,177330859
9721,80310021002014,W Cedar Ave,177330854
9722,80310044052007,E Fairmount Dr,640331404
9728,80310083901006,E 46th Ave,617525865
9730,80310030041008,S York St,638611422
9732,80310083911021,N Orleans Ct,617528720
9734,80310013021022,W Center Ave,177330461
9735,80310083901011,E 47th Dr,640072632
9737,80310041071001,E 49th Pl,641515067
9738,80310014012004,S Shoshone St,177330979
9739,80310046011013,S Quitman St,177327052
9740,80310119032006,S Teller St,177321764
9742,80310017014010,Larimer St,177304405
9743,80310024032014,California St,177304557
9745,80310014032026,S Bannock St,177332940
9746,80310043044002,E 14th Ave,177312577
9748,80310011023004,W 35th Ave,177303494
9750,80310036031007,E 31st Ave,177310764
9753,80310051042005,S Clermont St,177340181
9755,80310067011010,S Monaco St,640660829
9756,80310004024010,W Dunkeld Pl,177301308
9757,80310153002004,S Flamingo Ct,177340079
9758,80310027033003,E 11th Ave,177305858
9760,80310070884008,E Mississippi Ave,611455594
9762,80310028032000,E Bayaud Ave,177331719
9765,80310120101003,W Stetson Pl,177322109
9766,80310014011019,S Mariposa St,177331138
9767,80310046033003,S Linley Ct,177329382
