,BLKID,MAF_NAME,TLID_match
16366,80310041061093,E 33rd Ave,617525980
16372,80310038002002,E 3rd Ave,177338511
16373,80310039022032,S Harrison St,177625277
16374,80310004023010,W 30th Ave,177301349
16375,80310005023003,W 22nd Ave,177301448
16376,80310083881012,E Randolph Pl,640656315
16377,80310068123010,E Girard Pl,646533573
16378,80310040031001,S Grape Way,177341538
16379,80310068091000,S Poplar Way,177343858
16380,80310070131001,S Quebec Way,177342776
16383,80310045031008,S Tennyson St,177327028
16384,80310017021024,17th St,177304545
16386,80310017021008,17th St,177389902
16387,80310028032000,E Bayaud Ave,177331719
16389,80310040041021,E Ithaca Pl,177342019
16390,80310046022008,S Newton St,177328049
16391,80310021003048,W Cedar Ave,177330782
16395,80310120144002,S Dudley St,640651327
16396,80310041071062,N Ulster St,640737130
16398,80310041071001,N Tamarac Way,645173228
16399,80310028032000,E Bayaud Ave,177331719
16400,80310004014016,W 42nd Ave,177300766
16402,80310036013020,E Martin Luther King Blvd,177305335
16409,80310052003009,E Asbury Ave,177341652
16413,80310017021000,Lawrence St,177304464
16414,80310048012002,S Vrain St,177328880
16415,80310003023009,W 31st Ave,177299795
16416,80310039013027,S Cove Way,177338838
16421,80310003034009,W 35th Ave,177300800
16423,80310014032020,S Cherokee St,177332899
16424,80310030022000,S Corona St,177333803
16425,80310156002026,S Bryant St,177328451
16427,80310030031036,E Evans Ave,177334073
16433,80319801001025,E 51st Ave,617188355
16434,80310048013004,S Wolff St,177328902
16435,80310028022004,S Logan St,177331617
16436,80310044054017,E 8th Pl,177342342
16437,80310041021062,E 36th Ave,177313147
16440,80310024032014,California St,177304557
16441,80310041061081,E 28th Ave,641517105
16442,80310017022002,15th St,177304418
16443,80310068121011,E Bethany Pl,177341793
16444,80310070891003,E Center Ave,177342901
16445,80310083881012,E Randolph Pl,640656315
16446,80310021002010,W Maple Ave,177330852
16447,80310028023001,S Logan St,606025602
16448,80310154001018,W 50th Ave,177630850
16450,80310013023002,S Osage St,177331003
16454,80310068095005,S Quebec St,612223461
16455,80310055032011,W Radcliff Ave,177329299
16456,80310041071001,N Akron St,645173323
16458,80310026021000,E 19th Ave,642107209
16459,80310045042006,S Yates St,177326196
16460,80310055034003,W Chenango Ave,177329317
16461,80310017021024,17th St,177304545
16462,80310043034015,S Dexter St,177339567
16463,80310055032009,W Union Ave,177363249
16464,80310014024007,W Jewell Ave,177328402
16466,80310083882000,N Walden Ct,640740591
16467,80310041061034,E 40th Ave,634934180
16468,80310083893112,N Perth St,617527697
16469,80310120103005,W Grant Ranch Blvd,177627931
16473,80310046023009,S Patton Ct,177396066
16474,80310052003009,E Asbury Ave,177341651
16476,80310083891008,E 49th Ave,606064020
16477,80310017021000,Lawrence St,177304464
16478,80310083122000,N Fraser Way,646543480
16479,80310016003029,24th St,177305491
16480,80310030011003,E Arizona Ave,177331281
16481,80310006001005,N Speer Blvd,177301311
16482,80310157003011,W Eastman Ave,177328966
16484,80310017022001,14th St,177304152
16493,80310013015000,S Alcott St,177327876
16496,80310068101012,E Lehigh Ave,613248981
16497,80310045051014,S Lowell Blvd,177327501
16500,80310030015012,E Asbury Ave,177331393
16501,80310004022011,W 32nd Ave,177301327
16502,80310034023011,S Lafayette St,177332438
16503,80310068131000,S Dayton Way,642913064
16504,80310052004012,E Iowa Ave,177340475
16508,80310028031005,E Ellsworth Ave,612844977
16509,80310035001024,E 47th Ave,177305151
16510,80310083892038,E 50th Dr,606061606
16511,80310030015013,S Sherman St,177332277
16512,80310045063001,W Exposition Ave,177327982
16515,80310040022004,S Milwaukee St,177340790
16516,80310068104001,E Jefferson Ave,612222046
16520,80310041071111,N Uinta St,617526103
16523,80310041071001,N Valentia St,645173231
16526,80310030042031,S Lafayette St,177334036
16529,80310034022026,S Vine St,177332513
16532,80310068143015,E Girard Ave,177344468
16534,80310050023010,S Quebec St,606031601
16536,80310083893018,E Robins Dr,617525479
16537,80310024033008,24th St,177305493
16538,80310007011001,N Quitman St,606003612
16539,80310043033018,S Eudora St,177339591
16540,80310014031000,S Acoma St,177331274
16543,80310024022009,E 18th Ave,177305714
16545,80310041061003,E 52nd Ave,645173293
16548,80310070884000,E Mississippi Ave,177527973
16550,80310156001005,W Bates Ave,177329695
16551,80310016002053,21st St,177304471
16552,80310068042020,E Union Ave,606028427
16553,80310030011003,E Arizona Ave,177331281
16554,80310068132000,E Harvard Ave,612231891
16555,80310070061000,S Kenton St,612840088
16556,80310011023031,Platte St,640071191
16557,80310039013020,S Elizabeth St,177338786
16558,80310032013002,E 13th Ave,177306118
16559,80310070131002,E Colorado Ave,177630549
16561,80310028033001,S Washington St,177331680
16562,80310039022029,S Monroe St,177339212
16564,80310045042009,S Wolff St,177326464
16566,80310003011011,W 40th Ave,177300758
16568,80310041071062,N Ulster St,640737210
16569,80310009024014,S Wolff St,177326396
16571,80310053001037,E Yale Ave,177341359
16572,80310120142007,W Stanford Ave,606046030
16573,80310028032001,S Ogden St,612232798
16575,80310017015002,Market St,177304397
16579,80310017022017,14th St,177304421
16581,80310083892027,E Burlington Pl,606077594
16582,80310070892001,S Alton Way,177343098
16583,80310068104015,E Lehigh Pl,177343994
16584,80310044053022,E 4th Pl,617529180
16585,80310035003046,E 46th Ave,606086262
16586,80310050025004,S Magnolia Way,177340484
16587,80310032013004,E 11th Ave,177306131
16588,80310046034003,S Newton St,177329338
16590,80310044051010,E Fairmount Dr,640331450
16591,80310016003001,Lawrence St,177305000
16592,80310024032014,California St,177304557
16593,80310041071001,N Wabash St,645173131
16595,80310045033009,W Kentucky Ave,636169325
16599,80310004023022,W 28th Ave,177301343
16600,80310155002001,S Cherry St,635534473
16601,80310067011022,E Union Ave,640660901
16602,80310014032011,W Evans Ave,177391015
16603,80310017011010,19th St,177304072
16606,80310043034028,S Cherry St,177339573
16607,80310010001024,W 4th Ave,177327653
16608,80310007025010,W 16th Ave,177301567
16610,80310039023022,S Saint Paul St,177339011
16612,80310002011000,W 52nd Ave,177299113
16613,80310070893007,S Alton Way,177343101
16614,80310041071119,N Willow Ct,640737712
16618,80310009034016,W 1st Ave,177327449
16619,80310016002016,Wewatta Way,646534686
16621,80310017021007,Lawrence St,177304395
16624,80310017013003,Blake St,177304365
16625,80310083881016,N Hannibal Ct,606058252
16626,80310083892007,E Burlington Pl,644977612
16627,80310083892045,N Flanders Way,640654398
16628,80310030042016,S Humboldt St,177334021
16629,80310119024008,W Jefferson Ave,177322086
16630,80310050023010,E Ohio Dr,177342553
16632,80310067011010,S Monaco St,640660828
16634,80310016001039,Larimer St,177305027
16638,80310034012016,S Lafayette St,612634489
16639,80310016003016,Arapahoe St,177305007
16641,80310010001026,W 2nd Ave,177327421
16643,80310041071001,E 49th Dr,645173307
16645,80310083881001,N Walden St,640740637
16646,80310031021001,E 20th Ave,177306056
16647,80310041061074,E 37th Ave,617527926
16651,80310030021002,S Emerson St,177333780
16652,80319801001001,E 56th Ave,177410167
16654,80310021003049,S Cherokee St,177330855
16655,80310009022009,W Ellsworth Ave,177390755
16657,80310070884000,E Mississippi Ave,177527973
16660,80310070891003,S Clinton St,612878011
16661,80310021002012,S Broadway,177330881
16662,80310044054052,E 1st Pl,640072451
16663,80310027023001,E 9th Ave,612870858
16664,80310034011004,S Gilpin St,177331970
16667,80310051041006,S Ash St,177339279
16668,80310030031013,S Humboldt St,177332595
16669,80310120011003,W Lehigh Ave,177329028
16671,80310017011009,Chestnut Pl,646531935
16674,80310040061000,E Evans Ave,612875653
16675,80310070131005,S Rosemary St,177379881
16676,80310045062007,S Patton Ct,177327025
16677,80310120102000,W Layton Ave,641682309
16678,80310046023009,S Newton St,177327230
16681,80310009044008,W 8th Ave,177326002
16682,80310024032006,Tremont Pl,177305571
16683,80310006001019,W 27th Ave,177301767
16684,80310046012020,S Zenobia St,177326770
16685,80310119031008,W Yale Ave,177321793
16688,80310070373001,S Geneva St,641117303
16689,80310044051039,S Syracuse St,177628854
16690,80310120102003,W Layton Ave,641682321
16691,80310070893006,S Alton Way,177343099
16693,80310119021006,S Golden Way,177328622
16697,80310050022009,E Mississippi Ave,612637520
16698,80310005023004,W 22nd Ave,177301444
16699,80310120103013,S Dover St,640071532
16700,80310013011005,W Gill Pl,177328274
16701,80310120101022,S Jay Cir,606049405
16703,80310040061021,S Jackson St,177627892
16705,80310120011006,S Benton Way,177329061
16707,80310070883000,E Mississippi Ave,637693324
16708,80310030042001,S Williams St,177334072
16709,80310055032021,W Union Ave,177329307
16710,80310120142017,S Garland St,606078024
16712,80310009033004,S Newton St,177327438
16714,80310019012002,W 14th Ave,177304263
16716,80310045032012,S Sheridan Blvd,177631913
16719,80310030014003,E Mexico Ave,177332288
16720,80310040052015,S Columbine St,177338989
16722,80310068102002,E Oxford Dr,612866053
16723,80310032031013,E 4th Ave,177331828
16725,80310016001005,Wynkoop St,177304938
16726,80310041071001,E 50th Dr,641514981
16728,80310030023001,S Sherman St,177333712
16731,80310067011010,S Monaco St,640660828
16739,80310017011005,Little Raven St,612844560
16741,80310030015010,S Sherman St,177332270
16742,80310067011029,E Chenango Ave,634911072
16746,80310083893031,E 54th Ave,606075151
16747,80310038003018,S Jackson St,177338654
16749,80310068111018,S Willow St,177343725
16751,80310030043032,S Vine St,177334236
16752,80310044051034,S Roslyn St,636168927
16754,80310083123007,E 45th Ave,177350946
16755,80310039022040,S Madison St,177339207
16757,80310019012015,W 11th Ave,177304320
16761,80310030042013,S High St,177334084
16764,80310030032007,E Evans Ave,177623972
16767,80310120101019,W Sumac Ave,177627066
16770,80310013015005,S Dale Ct,177327817
16772,80310119024004,S Harlan St,177623916
16774,80310068113008,E Girard Ave,606043504
16775,80310006002003,W 26th Ave,177301491
16776,80310067011003,S Monaco St,634910760
16778,80310024032008,Glenarm Pl,177305547
16779,80310041011055,E 39th Ave,177311487
16782,80310017013005,Wazee St,177304081
16785,80310041071001,E 50th Dr,641514824
16787,80310041071111,E 24th Dr,617527862
16788,80310044054014,E 8th Pl,177342342
16789,80310043014009,E 9th Ave,177339361
16793,80310005023007,W 21st Ave,177627596
16796,80310021003050,S Cherokee St,177330891
16797,80310068144008,E Amherst Dr,177343736
16798,80310037012002,E 17th Ave,177311016
16800,80310017011013,Wynkoop St,177304348
16801,80310052003008,S Leyden St,177340455
16803,80310005022003,W 26th Ave,177301404
16805,80310055032009,S Newton St,177329931
16809,80310011023018,Central St,177630466
16812,80310068131001,E Yale Ave,611455997
16815,80310041061003,N Central Park Blvd,645173270
16816,80310055021003,W Kenyon Ave,606107426
16817,80310157003013,W Grambling Dr,177630527
16819,80310004023010,Boulder St,177630869
16820,80310014023000,S Clay St,177328360
16821,80310034023011,S Marion St,177332435
16822,80310043062016,E 1st Ave,177630559
16824,80310017022017,14th St,177304421
16825,80310046014010,S Wolff St,177327100
16826,80310034012016,S Lafayette St,612634489
16828,80310051024000,E Atlantic Pl,177340281
16831,80310030041019,S Gaylord St,177334140
16832,80310053001019,E Warren Ave,177340903
16833,80310040031007,S Elm St,177341493
16834,80310016002016,Wewatta Way,646534686
16835,80310040032008,S Eudora St,177341519
16837,80310046034011,S Meade St,177329351
16839,80310055021018,W Quincy Ave,177630528
16843,80310029023001,S Washington St,177332142
16844,80310120142003,W Union Ave,640651343
16848,80310016002023,Blake St,177303946
16849,80310039021004,S Clayton St,177338815
16852,80310083881026,N Lewiston St,606076387
16855,80310006002005,W 25th Ave,177301771
16858,80310120103005,W Grant Ranch Blvd,177627931
16859,80310014031032,S Broadway,642107142
16861,80310016002026,24th St,606096567
16862,80310120103014,W Berry Ave,606004217
16863,80310119022002,S Eaton St,177328683
16864,80310001021006,W Scott Pl,177300687
16865,80310068143015,E Girard Ave,177344468
16866,80310050021020,E Exposition Ave,606052210
16867,80310044054041,E 6th Pl,636169539
16870,80310083912020,E 40th Ave,617528808
16871,80310041071087,E 28th Ave,606061040
16873,80310028021021,E 1st Ave,177331621
16875,80310014032012,S Bannock St,177332910
16879,80310013012008,S Federal Blvd,177328011
16880,80310030031025,S Lafayette St,177332588
16881,80310053001004,E Evans Ave,177341266
16884,80310030011005,S Sherman St,177332099
16889,80310014011010,S Lipan St,177630534
16891,80310019021005,14th St,606105415
16892,80310083901000,N Dunkirk St,606076544
16893,80310055033018,W Union Ave,177329177
16896,80310052003008,S Linden Ct,177340495
16903,80310041061157,N Florence St,606081926
16904,80310068104001,E Jefferson Ave,612222046
16905,80310017015004,Larimer St,177304399
16910,80310046013018,S Tennyson St,177327156
16914,80310029022026,S Corona St,177332233
16915,80310153001015,S Forest St,641505323
16916,80310007011000,W 17th Ave,177389562
16921,80310068042020,E Union Ave,606028427
16922,80310040034027,S Albion St,177341035
16923,80310004026007,W 35th Ave,177301197
16925,80310017011009,17th St,646531936
16929,80310156004003,W Water Ave,177329619
16930,80310120011003,S Sheridan Blvd,612625990
16931,80310069011001,E Evans Ave,177343404
16932,80310002023013,W 45th Ave,177300999
16933,80310013023019,S Peterson Way,177330957
16935,80310120103005,W Grant Ranch Blvd,177627931
16936,80310045041007,W Nevada Pl,177326560
16937,80310030012008,S Pennsylvania St,177332126
16938,80310038004006,E 1st Ave,606036284
16939,80310039011002,S Jackson St,177338679
16940,80310041011044,N Dexter St,606041010
16941,80310024031015,Glenarm Pl,177305133
16942,80310021002007,W Archer Pl,177330841
16944,80310007011016,W 16th Ave,177300394
16947,80310014024008,S Canosa Ct,177328398
16948,80310041061003,N Beeler St,645173221
16951,80310017021025,17th St,177304537
16953,80310028024005,S Sherman St,177331595
16954,80310026021000,E 19th Ave,642107209
16955,80310017021012,Curtis St,177304431
16956,80310030042019,S Downing St,177333804
16957,80310034021034,S Gilpin St,177332446
16958,80310083903006,N Andes St,606066969
16959,80310030032005,E Asbury Ave,177631832
16960,80310013015009,S Eliot St,177327814
16961,80310030031037,S Franklin St,177332608
16962,80310120141015,W Saratoga Pl,177321450
16963,80310068041047,S Ulster St,632903478
16964,80310029022015,S Ogden St,177332228
16965,80310011022007,W 37th Ave,177303507
16966,80310083903024,E 43rd Ave,177628678
16968,80310046033012,S Meade St,177329367
16969,80310068104001,E Jefferson Ave,612222045
16971,80310041071101,E 23rd Ave,617188509
16973,80310083912000,N Perth St,606045512
16974,80310013023011,S Peterson Way,177330952
16975,80310070884008,E Mississippi Ave,611455594
16977,80310004024008,W Caithness Pl,177301228
16978,80310083881012,E Randolph Pl,640656315
16981,80310047002004,S Quitman St,177328835
16983,80310005021000,W 29th Ave,177300953
16984,80310083903011,N Andes Way,606065118
16986,80310029022013,S Corona St,177332225
16987,80310083882000,E 44th Ave,644992345
16988,80310048011003,S Vrain St,177328783
16989,80310010002006,S Decatur St,177327787
16990,80310070132012,S Syracuse St,177379814
16991,80310034022016,S Race St,177332467
16993,80310028023000,S Pennsylvania St,177331629
16995,80310007013002,W 14th Ave,177300378
16996,80310053001035,S Dennison Ct,177341320
16997,80310036031021,E 28th Ave,177310769
17000,80310050012012,S Locust St,177339972
17001,80310070891003,S Clinton St,612878011
17002,80310016001016,Blake St,177304961
17003,80310083892044,E 49th Pl,606064855
17006,80310014032036,S Cherokee St,177332946
17007,80310028032000,S Ogden St,612232798
17008,80310155003010,E Arkansas Ave,177340151
17009,80310040023004,S Fillmore Way,177340762
17011,80310030012016,S Logan St,177332243
17015,80310003033005,W 32nd Ave,177300828
17016,80310070892003,S Alton Way,177343099
17018,80310040063005,S University Blvd,177340555
17019,80310029012010,S Pennsylvania St,177331672
17020,80310083892041,N Dunkirk St,646543204
17023,80310050011004,S Kearney St,177340307
17025,80310010001045,S Yuma St,177327874
17027,80310030041006,S Gaylord St,177334124
17028,80310029023003,S Pearl St,177332083
17031,80310007021011,W 17th Ave,177301520
17032,80310068094008,E Quincy Ave,177343928
17033,80310006001015,W 28th Ave,177300958
17035,80310030022009,S Pennsylvania St,177333758
17038,80310048013005,S Sheridan Blvd,177328719
17040,80310119022007,S Jay St,177321931
17042,80310055021047,S Sheridan Blvd,606004245
17043,80310014014005,S Federal Blvd,177328040
17048,80310047006012,S Fenton St,177328493
17053,80310030042037,S Williams St,177334106
17054,80310024033012,Welton St,177305526
17056,80310004022010,W 32nd Ave,177625569
17058,80310019012015,W 10th Ave,177304321
17060,80310031011015,E 21st Ave,177305952
17061,80310070891001,S Clinton St,606082149
17062,80310029022011,S Downing St,177332222
17063,80310043022010,E 12th Ave,177312235
17064,80310013012015,S Alcott St,177328295
17065,80310120103002,W Alamo Dr,177629597
17066,80310041071062,N Trenton St,640736892
17067,80310041071001,N Uinta St,645173119
17071,80310041071011,E 47th Ave,641515123
17073,80310046031010,S Hooker Way,177329411
17074,80310041061226,E 26th Ave,606061171
17075,80310013022009,S Jason St,606031044
17076,80310007025001,W 17th Ave,177301565
17077,80310041061028,N Geneva St,606080240
17078,80310028023001,S Pennsylvania St,177331629
17085,80310045031005,S Wolff St,177326937
17086,80310017022002,15th St,177304418
17088,80310068104015,E Lehigh Pl,177343994
17089,80310017021034,California St,177304536
17090,80310030014013,S Pennsylvania St,177332298
17091,80310045061000,W Walsh Pl,177327919
17092,80310070891003,E Center Ave,177342901
17093,80310156003012,S Clay St,177329604
17094,80310068141006,S Akron Ct,177344262
17098,80310017011007,Little Raven St,624696262
17100,80310070372006,S Galena Way,606037796
17101,80310023001004,E 31st Ave,177305446
17105,80310034023006,E Iowa Ave,177332624
17106,80310009054004,W 8th Ave,177327365
17107,80310045041014,S Raleigh St,177326572
17108,80310041061175,N Iola St,606076098
17109,80310014021010,S Vallejo St,177328468
17110,80310045063005,W Walsh Pl,177327995
17111,80310055032005,W Rutgers Pl,177329282
17112,80310050022010,E Mississippi Ave,612637658
17114,80310068143009,S Chester Ct,177344279
17116,80310017011010,19th St,177304072
17118,80310046032006,S Grove St,177329454
17119,80310051024002,S Fairfax St,177340211
17120,80310119024008,W Jefferson Ave,177322086
17121,80310007022018,W Howard Pl,612675287
17122,80310018001011,W 11th Ave,177630959
17125,80310045063008,S Knox Ct,177327937
17126,80310070893007,S Alton Way,177343101
17127,80310016002011,Delgany St,177630476
17129,80310050022002,E Tennessee Ave,177342571
17130,80310015003082,Ringsby Ct,177304909
17131,80310048012015,S Vrain St,177328900
17134,80310041071001,E 50th Ave,641515064
17136,80310068104003,E Jefferson Ave,177343963
17137,80310119031004,W Yale Ave,177321794
17138,80310154004000,W Regis Blvd,606064108
17140,80310021003061,S Santa Fe Dr,606098891
17142,80310041071122,E 22nd Pl,617526203
17144,80310044033011,E 19th Ave,177313346
17148,80310013014011,S Decatur St,177327832
17149,80310002022018,W Scott Pl,177301100
17151,80310120143007,W Chenango Ave,177323174
17153,80310067011032,E Chenango Ave,640660892
17157,80310026021000,E 19th Ave,642107209
17159,80310030042025,S Gilpin St,177334054
17161,80310019021007,Auraria Pkwy,177304092
17162,80310038003013,S Garfield St,177338646
17163,80310119021012,S Ivan Way,177328627
17164,80310083911005,E 45th Ave,177630620
17166,80310030012019,S Washington St,177332325
17167,80310041061143,E 31st Ave,606080033
17168,80310026021009,E 17th Ave,177305817
17169,80310037031014,E 13th Ave,177311285
17170,80310003025012,W 36th Pl,606038179
17171,80310047001001,S Perry Way,177327236
17173,80310030042036,S Franklin St,177334061
17174,80310024032014,California St,177304557
17176,80310120102000,W Layton Ave,641682309
17178,80310055033000,S Utica St,177329239
17183,80310011021022,Rockmont Dr,177625406
17185,80310040051007,S Madison St,177391176
17187,80310068122000,S Pontiac St,177343523
17188,80310005022017,W 23rd Ave,177301392
17193,80310157003007,W Floyd Ave,177328984
17195,80310047005000,S Tennyson St,177327164
17200,80310040051002,S Garfield St,177339256
17202,80310069011005,S Poplar St,177343433
17204,80310017011009,Chestnut Pl,646531935
17205,80310017012004,15th St,177630942
17206,80310041071098,N Ulster St,606060854
17207,80310021005008,W 4th Ave,177330597
17208,80310068143015,S Akron St,177344460
17212,80310003023015,W 29th Ave,177299801
17213,80310004025006,W 33rd Ave,177301173
17217,80310014015013,S Clay St,177328357
17220,80310030011003,E Arizona Ave,177331281
17222,80310036013012,E 33rd Ave,177305333
17223,80310014011001,S Platte River Dr,177396210
17225,80310120103005,W Grant Ranch Blvd,177627931
17227,80310044054017,N Syracuse St,606040465
17228,80310010002006,S Eliot St,177327782
17229,80319800001136,E 57th Pl,606066813
17232,80310046032004,S Hazel Ct,177329441
17235,80310021005010,W 5th Ave,177330622
17237,80310055034004,S Meade St,177329963
17238,80310003025012,W 37th Ave,619112843
17240,80310013015011,S Clay St,177327838
17241,80310045061008,W Kentucky Ave,177327027
17244,80310024031025,Welton St,177305600
17245,80310041071062,N Spruce St,640736755
17246,80310007023010,W 13th Ave,177301648
17248,80310046034013,S Linley Ct,177329355
17249,80310083063007,E 47th Ave,177350010
17250,80310034022003,S Vine St,177332045
17252,80310029011006,S Broadway,177330912
17253,80310039023010,S Elizabeth St,177338935
17255,80310037012002,E 17th Ave,177311016
17257,80310070372005,E Virginia Ave,606037630
17258,80310030031010,S Downing St,177332408
17260,80310011023016,Boulder St,646543836
17261,80310029021006,S Washington St,177331731
17263,80310040062001,S Saint Paul St,177340590
17264,80310040061018,S Cook St,177340616
17266,80310037011001,E 23rd Ave,177625173
17267,80310028032005,S Downing St,640666403
17268,80310055021003,W Kenyon Ave,177629240
17269,80310047003008,S Zenobia St,177328575
17272,80310070894006,E Alameda Ave,630300357
17274,80310048011011,S Winona Ct,177328871
17277,80310039011003,S Monroe St,177338660
17281,80310041061174,N Geneva Ct,606076149
17282,80310007025001,W 18th Ave,177301453
17283,80310043043020,E 8th Ave,177339716
17284,80310120142019,W Tanforan Dr,177321566
17287,80310053001018,E Warren Ave,177340891
17288,80310068041047,S Ulster St,632903478
17290,80310024022002,E 23rd Ave,177305646
17292,80310047002012,S Stuart Way,177328836
17293,80310070883000,E Mississippi Ave,636077328
17294,80310069012003,S Linden Ct,177341657
17296,80310052003004,S Kearney St,177340448
17298,80310041061223,N Xanthia Ct,606059244
17299,80310083063007,E 47th Ave,177350012
17300,80310011023013,W 33rd Ave,177303504
17303,80310013022023,W Mississippi Ave,177328330
17304,80310051024008,S Holly St,177631115
17306,80310068131000,S Dayton Way,612220041
17308,80310050011009,S Holly St,177340290
17309,80310040021002,S Garfield St,177340871
17310,80310041071115,N Valentia St,617527490
17313,80310119031007,W Yale Ave,177321793
17314,80310041071119,E 21st Ave,606064346
17316,80310053001009,E Iliff Ave,177341291
17318,80310002021003,W 47th Ave,177303413
17319,80310018001011,W 11th Ave,177630959
17322,80310120011008,W Milan Pl,177329033
17323,80310070883000,E Mississippi Ave,637693324
17324,80310026021015,E 17th Ave,177305817
17325,80310003023013,W 29th Ave,177299804
17327,80310083901017,E Scott Pl,177629086
17328,80310014032013,S Acoma St,177332924
17329,80310083912000,E 41st Pl,177630148
17330,80310156004008,S Federal Blvd,177329466
17332,80310014031027,S Bannock St,177331361
17334,80310023003027,E 23rd Ave,177305921
17336,80310030041002,S High St,177334074
17340,80310041071121,N Spruce St,618413497
17342,80310055031010,W Saratoga Ave,177631357
17344,80310083891009,E 49th Ave,606064512
17345,80310024032014,California St,177304557
17350,80310045032002,S Wolff St,177326930
17354,80310051042011,E Utah Pl,177340179
17355,80310053001004,S Colorado Blvd,640072330
17358,80310029021008,S Emerson St,177331739
17360,80310014031004,S Platte River Dr,177631077
17361,80310156002039,W Pacific Pl,177332681
17362,80310028033001,E Ellsworth Ave,642106906
17365,80310051024003,S Eudora St,177340202
17367,80310051023019,S Dahlia St,177340194
17369,80310030042005,S Lafayette St,177334005
17370,80310041071136,N Roslyn St,642107215
17373,80310030031026,S Humboldt St,177332590
17375,80310053001037,E Yale Cir,177341358
17376,80310120011003,S Ames St,177329062
17377,80310068102002,E Oxford Dr,612866052
17380,80310051023003,E Florida Ave,177340229
17381,80310003025026,W 34th Ave,177299514
17383,80310083892029,N Andes Way,646543159
17384,80310047003005,S Xavier St,177328735
17385,80310046033002,S Knox Ct,177329390
17386,80310038004020,S Steele St,177338385
17388,80310070891003,S Clinton St,612878011
17390,80310083893000,E Randolph Pl,606071795
17392,80310039012013,S Harrison St,177339142
17395,80310019011029,W 12th Ave,606060198
17399,80310021002007,W Archer Pl,177330841
17402,80310045031003,S Raleigh St,177327007
17403,80310045042014,W Bingham Pl,177326465
17404,80310120102001,S Ammons St,641682727
17407,80310043043020,E 8th Ave,177339716
17408,80310026021000,E 19th Ave,642107209
17410,80310019021005,14th St,606105415
17411,80310068101012,E Lehigh Ave,613248981
17412,80310017011007,Bassett St,612844562
17413,80310030013015,S Downing St,177332418
17416,80310006002004,W 25th Ave,177301758
17418,80310053001004,S Colorado Blvd,640072330
17420,80310021003049,S Cherokee St,177330855
17421,80310041071001,N Uinta St,645173257
17424,80310083903004,E 44th Pl,177370754
17425,80310041071062,N Uinta St,640737380
17426,80310068132000,E Harvard Ave,612231892
17427,80310119031011,S Webster St,177321757
17428,80310070061000,S Kenton St,177629278
17429,80310083882000,E 44th Ave,644992345
17430,80310016003022,Arapahoe St,177304488
17431,80310031022022,E 16th Ave,177306186
17432,80310070891003,E Center Ave,177342901
17433,80310011021022,Rockmont Dr,177625406
17434,80310041071001,N Verbena St,645173210
17435,80310030023010,S Lincoln St,177332930
17436,80310013015005,S Decatur St,177327816
17437,80310040051003,S Garfield St,177339256
17438,80310068104001,E Jefferson Ave,612222046
17440,80310083882000,N Walden Way,640740734
17444,80310006002009,W 24th Ave,177301760
17446,80310055021047,W Quincy Ave,177631047
17452,80310030013004,S Emerson St,177332383
17453,80310047001009,S Quitman St,177328821
17454,80310034021030,S Gilpin St,177332446
17457,80310083901000,E 47th Dr,640071943
17458,80310070884000,E Mississippi Ave,177527973
17459,80310083882006,E 40th Ave,640657413
17460,80310010002007,S Eliot St,177327782
17462,80310045033009,W Kentucky Ave,177381714
17463,80310030012019,S Washington St,177332325
17464,80310014014010,S Alcott St,177328305
17465,80310007011000,W 17th Ave,177395700
17466,80310156002022,W Atlantic Pl,177331130
17467,80310046014015,W Colorado Ave,177326911
17471,80310016002001,28th St,646534716
17473,80310030023013,S Lincoln St,177332964
17475,80310039011003,S Monroe St,177338660
17477,80310030032000,E Buchtel Blvd,606058384
17479,80310030014005,S Pearl St,177332293
17484,80310013023010,S Raritan St,177330938
17488,80310068113006,E Girard Ave,177343713
17490,80310041061192,E 29th Pl,606070329
17491,80310041071001,N Valentia St,645173231
17492,80310083912002,N Orleans St,606046998
17493,80310041071045,N Wabash St,617526409
17494,80310038003002,E Ellsworth Ave,177338641
17496,80310070131002,E Colorado Ave,617188255
17498,80310017022018,Curtis St,177304419
17499,80310070061000,S Parker Rd,177522541
17500,80310009024022,S Vrain St,177326426
17503,80310083902014,N Himalaya Rd,640655871
17507,80310044051043,S Ulster St,177628968
17508,80310120142002,S Balsam St,640651505
17510,80310156001012,W Dartmouth Ave,177515937
17512,80310083911017,E 45th Ave,177352590
17514,80310030022012,S Pearl St,177333767
17516,80310068121005,E Cornell Ave,177343505
17518,80310036011008,E 38th Ave,177305270
17519,80310004022001,W 35th Ave,177301290
17520,80310014011025,S Jason St,177331072
17521,80310021002008,S Bannock St,177330846
17524,80310026021000,E 19th Ave,642107209
17525,80310039011015,E Alameda Ave,177338402
17529,80310041061150,E 31st Ave,640072709
17531,80310007024001,W Conejos Pl,177301569
17532,80310030031018,S Franklin St,177332599
17533,80310016002001,28th St,646534716
17535,80310083893008,E Robins Dr,640653251
17539,80310032014004,E 14th Ave,177306084
17540,80310009022013,S Stuart St,177326506
17541,80310046031010,S Federal Blvd,627214921
17543,80310050011023,S Locust St,177340358
17544,80310028012010,E 4th Ave,177331577
17546,80310069013005,E Iliff Ave,177375611
17548,80310041061186,N Hanover St,617525769
17552,80310006001013,W 27th Ave,177301755
17554,80310051042007,E Jewell Ave,177340188
17556,80310083871007,E 50th Pl,177627140
17557,80310041071055,N Roslyn Way,619118525
